slug,category,title,path,summary_hint
trap,hiphop-rap,§trap,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/hiphop-rap/trap.md,"Trap emerged in the early 2000s from the Southern United States hip-hop scene, primarily in Atlanta, Georgia. The term ""trap"" derives from the slang for locations where drug deals occur, and the genre's foundational artists drew from this environment to create music that reflected street narratives,"
underground-hip-hop,hiphop-rap,§underground-hip-hop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/hiphop-rap/underground-hip-hop.md,"Underground hip hop is a broad movement defined by its opposition to mainstream commercial rap, prioritizing artistic integrity, lyrical complexity, and independent distribution over radio play and chart success. While ""underground"" has always existed as a counterpoint to whatever the mainstream off"
acid-jazz,jazz-blues,§acid-jazz,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/acid-jazz.md,"Acid jazz emerged in London in the mid-to-late 1980s as a fusion of jazz improvisation, funk grooves, soul vocals, and electronic production. The term was coined by DJ Gilles Peterson and journalist Chris Bangs, initially as a tongue-in-cheek response to the acid house movement — while acid house wa"
bebop,jazz-blues,§bebop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/bebop.md,"Bebop emerged in the early-to-mid 1940s in the nightclubs of Harlem, New York, as a deliberate break from the commercial swing era. Young African American musicians, frustrated by the rigid arrangements and limited solo space of big bands, began gathering at after-hours jam sessions at Minton's Play"
big-band,jazz-blues,§big-band,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/big-band.md,"Big band jazz emerged in the late 1920s and early 1930s as bandleaders expanded small jazz ensembles into large orchestras capable of filling ballrooms and theaters. Fletcher Henderson is widely credited with developing the big band arranging template in the mid-1920s, organizing instruments into br"
blues,jazz-blues,§blues,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/blues.md,"Blues is the foundational bedrock of American popular music, a genre born from the collision of African musical traditions with the brutal realities of the American South. Emerging in the late 19th century from the work songs, field hollers, and spirituals of African American communities in the Miss"
bossa-nova,jazz-blues,§bossa-nova,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/bossa-nova.md,"Bossa Nova is a sophisticated Brazilian music genre that emerged in the late 1950s Rio de Janeiro, blending the rhythmic foundations of samba with jazz harmonies, complex chords, and subtle vocal delivery. The genre was born from informal gatherings in apartments of Rio's affluent Zona Sul neighborh"
cool-jazz,jazz-blues,§cool-jazz,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/cool-jazz.md,"Cool jazz crystallized in the late 1940s and early 1950s as a reaction to bebop's frenetic intensity. The pivotal moment came in 1949-1950 when Miles Davis assembled a nonet including arranger Gil Evans, baritone saxophonist Gerry Mulligan, alto saxophonist Lee Konitz, and trombonist J.J. Johnson to"
delta-blues,jazz-blues,§delta-blues,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/delta-blues.md,"Delta blues is the earliest documented form of blues music, originating in the Mississippi Delta region in the late 19th and early 20th centuries. The style grew from African American work songs, field hollers, and spirituals performed by sharecroppers, levee workers, and laborers in the flat cotton"
hard-bop,jazz-blues,§hard-bop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/hard-bop.md,"Hard bop emerged in the mid-1950s as a reaction to cool jazz's restraint, reasserting the blues, gospel, and rhythm and blues roots that bebop had absorbed but cool jazz had muted. The style is generally traced to drummer Art Blakey and pianist Horace Silver, whose Jazz Messengers became the genre's"
jazz,jazz-blues,§jazz,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/jazz.md,"Jazz is America's most significant contribution to world music, a living art form built on improvisation, harmonic sophistication, and individual expression within a collective framework. Born in New Orleans around the turn of the 20th century from the convergence of African rhythmic traditions, blu"
latin-jazz,jazz-blues,§latin-jazz,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/latin-jazz.md,"Latin jazz was born in New York City in the early 1940s from the collision of Afro-Cuban rhythms with jazz harmony and improvisation. Cuban-born trumpeter Mario Bauza, who had played with Cab Calloway and Chick Webb, is widely credited as the genre's architect. In 1940, Bauza became musical director"
modal-jazz,jazz-blues,§modal-jazz,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/modal-jazz.md,"Modal jazz emerged in the late 1950s as a radical simplification of jazz harmony, replacing the rapid chord changes of bebop with improvisation based on musical modes (scales). The approach was crystallized on Miles Davis's *Kind of Blue*, recorded on March 2 and April 22, 1959, and released on Augu"
ragtime,jazz-blues,§ragtime,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/ragtime.md,"Ragtime is a syncopated, piano-driven American musical genre that flourished from the 1890s through the 1920s, earning its name from the ""ragged time"" rhythmic technique of placing melodic accents between the steady beats of the left hand. Rooted in African American musical traditions including banj"
smooth-jazz,jazz-blues,§smooth-jazz,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/smooth-jazz.md,"Smooth jazz emerged as a distinct commercial format in the late 1970s and early 1980s, growing from the intersection of jazz-funk, R&B, and pop. Its roots lie in the crossover success of artists who softened jazz's edges to reach broader audiences. Grover Washington Jr. is widely regarded as one of "
swing,jazz-blues,§swing,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/swing.md,"Swing is the sound of America dancing, a jazz-rooted genre that dominated popular music from the mid-1930s through the mid-1940s and experienced remarkable revivals in the 1990s and 2000s. Born from the evolution of jazz in the early 1930s, swing transformed the improvisational, small-ensemble hot j"
vocal-jazz,jazz-blues,§vocal-jazz,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/jazz-blues/vocal-jazz.md,"Vocal jazz emerged as a distinct art form in the 1920s and 1930s when jazz singers began treating the voice as an improvising instrument equal to the trumpet or saxophone. Louis Armstrong's gravelly scat improvisations in the late 1920s established the foundational vocabulary, but it was Ella Fitzge"
a-cappella,other-specialty,§a-cappella,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/a-cappella.md,"A cappella music — vocal performance without instrumental accompaniment — is one of the oldest forms of human musical expression, predating the invention of every instrument. Its Western tradition traces back to Gregorian chant in medieval European churches, where unaccompanied voices carried sacred"
beatboxing,other-specialty,§beatboxing,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/beatboxing.md,"Beatboxing emerged from hip-hop culture in New York City during the early 1980s, when artists began imitating drum machines and turntable sounds using only their mouths, lips, tongue, and voice. The term derives from ""beatbox,"" slang for drum machines like the Roland TR-808. Three pioneers defined t"
blackgaze,other-specialty,§blackgaze,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/blackgaze.md,"Blackgaze emerged in the mid-2000s as a fusion of black metal's intensity with shoegaze's ethereal beauty, creating a genre that channels tremolo-picked guitars and blast beats toward transcendence rather than aggression. The genre's origin traces to French musician Neige, who released Alcest's *Le "
chopped-and-screwed,other-specialty,§chopped-and-screwed,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/chopped-and-screwed.md,"Chopped and screwed is a remix technique and genre that originated in Houston, Texas, in the early 1990s, invented by DJ Screw (Robert Earl Davis Jr.). The technique involves slowing down the tempo of a track to 60-70 BPM (from its original speed), then ""chopping"" — manipulating the record by skippi"
cinematic,other-specialty,§cinematic,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/cinematic.md,"Cinematic music is composed score and instrumental music designed to support visual narratives in film, television, video games, and trailers. Emerging alongside the birth of cinema itself, film scoring evolved from silent-era piano accompaniment through the Golden Age of Hollywood's lush orchestral"
conscious-hip-hop,other-specialty,§conscious-hip-hop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/conscious-hip-hop.md,"Conscious hip-hop is a subgenre of hip-hop defined by lyrical content that addresses social issues, political injustice, personal growth, and cultural identity. Its roots reach back to the earliest days of hip-hop as a protest form: Grandmaster Flash and the Furious Five's 1982 single ""The Message"" "
contemporary-christian,other-specialty,§contemporary-christian,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/contemporary-christian.md,"Contemporary Christian Music (CCM) grew out of the late-1960s Jesus Movement, when hippies and street musicians in Southern California began converting to born-again Christianity and fusing rock, folk, and pop with explicitly spiritual lyrics. Larry Norman's 1969 album *Upon This Rock* is widely rec"
dark-ambient,other-specialty,§dark-ambient,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/dark-ambient.md,"Dark ambient emerged in the mid-1980s as a shadowy counterpart to Brian Eno's ambient music, stripping away the genre's calming intent and replacing it with dread, unease, and psychological tension. Pioneered by artists like Lustmord, who recorded in crypts and meat lockers to capture genuine acoust"
dark-jazz,other-specialty,§dark-jazz,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/dark-jazz.md,"Dark jazz (also called doom jazz or noir jazz) emerged in the early 1990s as a slow, atmospheric fusion of jazz instrumentation with the pacing and heaviness of doom metal and dark ambient music. The genre's roots trace to Angelo Badalamenti's scores for David Lynch films, particularly the *Twin Pea"
darksynth,other-specialty,§darksynth,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/darksynth.md,"Darksynth emerged in the early 2010s as a heavier, more aggressive offshoot of the synthwave/retrowave movement. While synthwave broadly evoked 1980s nostalgia through warm analog synthesizers and neon-lit aesthetics, darksynth drew from the decade's horror films, cyberpunk dystopias, and industrial"
darkwave,other-specialty,§darkwave,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/darkwave.md,"Darkwave is a dark, synthesizer-driven genre that fuses the brooding atmosphere of post-punk and gothic rock with the electronic production techniques of synth-pop and new wave. Emerging in the early 1980s alongside goth and industrial movements, darkwave carves its own space through cold, melodic s"
deathcore,other-specialty,§deathcore,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/deathcore.md,"Deathcore emerged in the early 2000s from the collision of death metal's extremity with metalcore's breakdown-driven structure, producing a hybrid that took the most punishing elements of both genres and welded them into something deliberately, almost absurdly heavy. The genre's prehistory runs thro"
downtempo,other-specialty,§downtempo,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/downtempo.md,"Downtempo is a broad category of electronic music defined by atmospheric textures, relaxed tempos, and an emphasis on mood over dancefloor energy. Typically ranging from 70-100 BPM, the genre occupies a space between ambient music's formless drift and the structured rhythms of house or techno, retai"
drone-metal,other-specialty,§drone-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/drone-metal.md,"Drone metal emerged in the early 1990s when musicians began stripping doom metal down to its most elemental component: sustained, amplified heaviness. The genre's foundation was laid by Dylan Carlson's band Earth, formed in 1989 in Olympia, Washington. Carlson fused the crushing weight of Black Sabb"
drone,other-specialty,§drone,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/drone.md,"Drone music is a minimalist genre built on sustained tones, extended notes, and slowly evolving harmonic fields, emphasizing duration, texture, and overtone interaction over melody, rhythm, or conventional song structure. The genre's conceptual origins trace to La Monte Young's *Trio for Strings* (1"
dungeon-synth,other-specialty,§dungeon-synth,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/dungeon-synth.md,"Dungeon synth is an electronic music genre that emerged from the early 1990s Norwegian black metal scene, combining dark ambient textures with medieval and fantasy themes to create immersive, instrumental soundscapes. The genre's origins are inseparable from black metal: musicians who played in extr"
ebm,other-specialty,§ebm,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/ebm.md,"Electronic Body Music (EBM) emerged in the early 1980s from the industrial and post-punk scenes of Belgium and Germany. The term was coined by Ralf Hutter of Kraftwerk but adopted as a genre label by the Belgian act Front 242, whose machine-like precision and aggressive synthesizer sequences defined"
electroswing,other-specialty,§electroswing,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/electroswing.md,"Electroswing fuses the brass-heavy, rhythmically swung sounds of 1920s-1940s jazz and swing with modern electronic production techniques drawn from house, breakbeat, and hip-hop. The genre's earliest stirrings appeared in the 1990s when hip-hop producers began sampling vintage swing recordings, but "
enka,other-specialty,§enka,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/enka.md,"Enka is a genre of Japanese popular ballad music built on pentatonic scales and expressive vocal techniques that evoke the sound and emotional weight of traditional Japanese music. The word ""enka"" originally referred to ""enzetsu no uta"" (speech songs) — politically charged street performances of the"
ethio-jazz,other-specialty,§ethio-jazz,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/ethio-jazz.md,"Ethio-jazz is a genre that fuses traditional Ethiopian music with American jazz, funk, soul, and Latin rhythms. It was pioneered by Mulatu Astatke, an Ethiopian vibraphonist, keyboardist, and arranger who studied at Trinity College of Music in London and became the first African student at Berklee C"
future-house,other-specialty,§future-house,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/future-house.md,"Future house emerged in the early-to-mid 2010s as a fresh mutation of house music, fusing deep house warmth, UK garage rhythmic DNA, and modern EDM production polish. The term was coined by French DJ and producer Tchami (Martin Music Brun), who tagged his 2013 remix of Janet Jackson's ""Go Deep"" as """
glitch-pop,other-specialty,§glitch-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/glitch-pop.md,"Glitch pop applies the stuttering, fragmented textures of glitch electronics to accessible pop song structures, creating music that is simultaneously catchy and sonically adventurous. The style emerged gradually through the 2000s as experimental electronic producers began incorporating pop melodies "
gypsy-jazz,other-specialty,§gypsy-jazz,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/gypsy-jazz.md,"Gypsy jazz (also known as jazz manouche or sinti jazz) was born in Paris in the early 1930s, created almost single-handedly by Belgian Romani guitarist Django Reinhardt. In 1934, Reinhardt and French violinist Stephane Grappelli formed the Quintette du Hot Club de France, evolving from informal back"
hair-metal,other-specialty,§hair-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/hair-metal.md,"Hair metal, also known as glam metal or pop metal, erupted from the Los Angeles Sunset Strip in the early 1980s, fusing the visual flamboyance of 1970s glam rock with the aggression of heavy metal and the catchiness of pop songwriting. The genre's aesthetic DNA traces to the New York Dolls, Kiss, Al"
jazz-fusion,other-specialty,§jazz-fusion,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/jazz-fusion.md,"Jazz fusion (also called jazz-rock) was born in the late 1960s when Miles Davis began incorporating electric instruments, rock rhythms, and funk grooves into his music. The pivotal recordings were *In a Silent Way* (1969) and *Bitches Brew* (1970), both produced for Columbia Records with large ensem"
kayokyoku,other-specialty,§kayokyoku,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/kayokyoku.md,"Kayokyoku (歌謡曲, literally ""lyric singing music"") is the broad umbrella term for Japanese popular music that dominated from the postwar era through the late 1980s, serving as the direct predecessor to modern J-pop. The genre's roots trace to the prewar ryukoka tradition, which blended Western jazz, t"
lo-fi-house,other-specialty,§lo-fi-house,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/lo-fi-house.md,"Lo-fi house emerged in the mid-2010s as a reaction against the increasingly polished, maximalist production dominating electronic dance music. Producers like DJ Seinfeld (Armand Jakobsson), Ross From Friends, and Mall Grab began releasing tracks on Bandcamp and SoundCloud that deliberately embraced "
lo-fi,other-specialty,§lo-fi,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/lo-fi.md,"Lo-fi (low-fidelity) music is an aesthetic movement that embraces the imperfections, warmth, and intimacy of amateur or degraded audio as artistic features rather than technical shortcomings. What began as a practical limitation of home recording has evolved into one of the defining sounds of the st"
madchester,other-specialty,§madchester,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/madchester.md,"Madchester emerged from Manchester's club and indie scenes between 1988 and 1990, fusing the jangly guitar traditions of post-punk and indie pop with the acid house revolution sweeping Britain's warehouse parties. The term itself described both a sound and a cultural moment — Manchester became the c"
new-age,other-specialty,§new-age,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/new-age.md,"New Age music is a broad genre of instrumental and vocal music designed to create an atmosphere of relaxation, meditation, and spiritual contemplation. Emerging in the late 1960s and 1970s from the confluence of electronic music, minimalism, world music traditions, and the holistic wellness movement"
noise-pop,other-specialty,§noise-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/noise-pop.md,"Noise pop is a fusion of pop melody and abrasive, feedback-drenched guitar noise that emerged in the mid-1980s, primarily through the Jesus and Mary Chain's debut album *Psychocandy* (1985). The Reid brothers buried classic girl-group melodies and Beach Boys harmonies under sheets of guitar feedback"
nu-jazz,other-specialty,§nu-jazz,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/nu-jazz.md,"Nu jazz (also called electro jazz or future jazz) emerged in the late 1990s as electronic music producers and jazz musicians found common ground between programmed beats and live improvisation. The genre grew from multiple scenes simultaneously: in Germany, producers like Jazzanova and Compost Recor"
pc-music,other-specialty,§pc-music,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/pc-music.md,"PC Music is both a record label and an aesthetic movement founded by A.G. Cook in London in 2013. The label became the nucleus of a radical reimagining of pop music — one that treated commercial pop's glossy surfaces, Auto-Tuned vocals, and synthetic textures not as guilty pleasures but as legitimat"
plugg,other-specialty,§plugg,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/plugg.md,"Plugg is a hip-hop production subgenre that emerged around 2013 from the Atlanta-based Beatpluggz collective, founded by producers MexikoDro and StoopidXool. The name derives from the ""Plug!"" producer tag the collective used on SoundCloud. The style drew from Zaytoven's gospel and soul-influenced tr"
pop-rap,other-specialty,§pop-rap,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/pop-rap.md,"Pop rap is a fusion of hip-hop and pop music that emphasizes catchy melodies, radio-friendly song structures, and broad crossover appeal. While hip-hop has always had pop-leaning moments — from Sugarhill Gang's ""Rapper's Delight"" (1979) to Run-DMC and Aerosmith's ""Walk This Way"" (1986) — pop rap cry"
post-dubstep,other-specialty,§post-dubstep,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/post-dubstep.md,"Post-dubstep is an umbrella term for a range of musical styles that emerged in the late 2000s from the UK dubstep scene, retaining dubstep's sparse, syncopated rhythms and heavy sub-bass while incorporating elements of R&B, soul, ambient, garage, and indie pop. The genre's pivotal figure is Burial, "
post-metal,other-specialty,§post-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/post-metal.md,"Post-metal emerged in the early-to-mid 1990s as heavy metal musicians began absorbing the structural and textural ideas of post-rock, ambient music, and experimental composition. The genre's foundation was laid by Neurosis, whose 1992 album *Souls at Zero* marked a turn away from hardcore punk towar"
progressive-metal,other-specialty,§progressive-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/progressive-metal.md,"Progressive metal emerged in the mid-1980s from American heavy metal musicians who fused the technical ambition and compositional complexity of progressive rock with the aggression, distortion, and rhythmic power of heavy metal. Fates Warning's *The Spectre Within* (1985) and *Awaken the Guardian* ("
psychedelic-trance,other-specialty,§psychedelic-trance,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/psychedelic-trance.md,"Psychedelic trance (psytrance) evolved from Goa trance in the late 1990s as producers pushed toward darker, more technologically driven sound design while retaining the hypnotic, consciousness-altering intent of their predecessor. Where Goa trance favored analog warmth and Eastern melodicism, psytra"
riot-grrrl,other-specialty,§riot-grrrl,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/riot-grrrl.md,"Riot grrrl emerged in 1991 from the overlapping punk scenes of Olympia, Washington, and Washington, D.C., as a feminist response to the male-dominated underground punk and indie rock world. The movement coalesced around Bikini Kill, formed in Olympia in 1990 by vocalist Kathleen Hanna, guitarist Bil"
slowcore,other-specialty,§slowcore,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/slowcore.md,"Slowcore emerged in the late 1980s and early 1990s as a deliberate reaction against the volume and velocity of grunge and alternative rock. Where those genres traded in distortion and aggression, slowcore stripped rock music to its quietest, slowest, and most emotionally exposed elements. The genre "
soul-jazz,other-specialty,§soul-jazz,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/soul-jazz.md,"Soul jazz grew out of hard bop in the late 1950s and early 1960s, incorporating stronger influences from blues, gospel, and rhythm and blues to create a groovier, more accessible branch of jazz. The style's emergence is closely tied to the Hammond B3 organ, which Jimmy Smith transformed into a jazz "
soundtrack,other-specialty,§soundtrack,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/soundtrack.md,"> **Note**: This genre covers **vocal songs and curated song compilations** written for or prominently featured in film and television. For **instrumental orchestral film scoring** (John Williams, Hans Zimmer, Ennio Morricone), see [Cinematic](../cinematic/README.md). For **theatrical stage musicals"
space-disco,other-specialty,§space-disco,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/space-disco.md,"Space disco is an electronic dance music style that emerged in continental Europe during the late 1970s, fusing disco's four-on-the-floor rhythm and dancefloor imperative with synthesizer-forward production, science fiction imagery, and cosmic atmospheres. The genre developed as European producers —"
spaghetti-western,other-specialty,§spaghetti-western,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/spaghetti-western.md,"Spaghetti western music is a film score genre born from the Italian-made westerns of the 1960s and 1970s, defined above all by composer Ennio Morricone's revolutionary approach to scoring. When director Sergio Leone hired Morricone, a former classmate, to score *A Fistful of Dollars* (1964), the res"
spoken-word,other-specialty,§spoken-word,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/spoken-word.md,"Spoken word is a performance-based art form rooted in the oral traditions of poetry, rhetoric, and storytelling, where the human voice serves as the primary instrument. Its modern lineage traces through the Harlem Renaissance poets of the 1920s, who recited verse alongside jazz musicians, through th"
trap-metal,other-specialty,§trap-metal,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/trap-metal.md,"Trap metal (also called ragecore, death rap, or scream rap) is a fusion genre that combines trap music's rhythmic structures and 808-driven production with heavy metal's distorted guitars, screamed vocals, and aggressive energy. The genre's roots trace to the mid-2010s SoundCloud scene, where artist"
trot,other-specialty,§trot,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/trot.md,"Trot is the oldest form of Korean popular music, originating in the 1920s and 1930s during the Japanese occupation of the Korean peninsula. The name derives from ""foxtrot,"" the ballroom dance style whose simple two-beat rhythm became trot's rhythmic foundation. Early trot blended elements of Japanes"
twee-pop,other-specialty,§twee-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/twee-pop.md,"Twee pop is a deliberately naive, lo-fi strain of indie pop rooted in the C86 compilation and Sarah Records tradition, characterized by jangly guitars, whispered or untrained vocals, simple song structures, and a defiant DIY aesthetic that values charm over polish. The genre embraces amateurism as a"
video-game-music,other-specialty,§video-game-music,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/video-game-music.md,Video game music began as a product of severe hardware constraints. The programmable sound generator chips inside early arcade cabinets and home consoles of the late 1970s and 1980s offered composers only a handful of simultaneous voices — typically three tone channels and one noise channel on the N
visual-kei,other-specialty,§visual-kei,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/visual-kei.md,"Visual kei emerged in Japan during the early-to-mid 1980s as a movement where musical expression and visual presentation were inseparable. The term itself derives from X Japan's 1989 album *Blue Blood*, which carried the slogan ""Psychedelic Violence Crime of Visual Shock"" -- SHOXX magazine formalize"
worship,other-specialty,§worship,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/other-specialty/worship.md,"Worship music as a distinct genre grew out of the Jesus Movement of the late 1960s and early 1970s, when young converts in Southern California began writing songs that sounded like the folk-rock and pop they already listened to, replacing secular lyrics with expressions of personal devotion. Calvary"
anisong,pop-eastasian,§anisong,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/anisong.md,"Anisong (a contraction of ""anime song"") encompasses the opening themes, ending themes, insert songs, and character songs created for Japanese anime series and films. The tradition began with the rise of television anime in the early 1960s -- Osamu Tezuka's *Astro Boy* (1963) featured ""Tetsuwan Atom"""
art-pop,pop-eastasian,§art-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/art-pop.md,"Art pop emerged in the mid-1960s as musicians with fine-art backgrounds and avant-garde sensibilities began applying conceptual rigor, theatrical presentation, and experimental techniques to pop songwriting. Andy Warhol's patronage of the Velvet Underground established the template: pop music as a v"
baroque-pop,pop-eastasian,§baroque-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/baroque-pop.md,"Baroque pop is an ornate fusion of pop songwriting and classical music elements, distinguished by orchestral arrangements, complex harmonies, harpsichord, strings, and a compositional ambition that reaches beyond conventional pop structures. The genre treats pop songs as miniature orchestral works, "
britpop,pop-eastasian,§britpop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/britpop.md,"Britpop emerged in the early 1990s as a conscious reaction against the dominance of American grunge and shoegaze's introspective opacity. Rooted in a celebration of British identity, the movement drew heavily from 1960s British Invasion acts like The Kinks, The Beatles, and The Small Faces, as well "
bubblegum-pop,pop-eastasian,§bubblegum-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/bubblegum-pop.md,"Bubblegum pop is an intentionally catchy, simple, and upbeat style of pop music designed for maximum immediate appeal, characterized by singalong choruses, bright production, and an unabashed embrace of pop pleasure over artistic complexity. The genre makes no apologies for its directness — the goal"
cantopop,pop-eastasian,§cantopop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/cantopop.md,"Cantopop emerged in 1970s Hong Kong as the city's economy surged and local media expanded. While Cantonese-language popular music had existed since the 1950s through adaptations of Mandarin shidaiqu and Western pop, the genre crystallized when songwriter Joseph Koo and lyricist James Wong began craf"
chamber-pop,pop-eastasian,§chamber-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/chamber-pop.md,"Chamber pop is an indie-rooted genre that integrates classical and orchestral instrumentation into pop songwriting, distinguished from baroque pop by its typically smaller scale, more intimate arrangements, and indie/alternative sensibility. Where baroque pop often aims for grandeur, chamber pop fav"
city-pop,pop-eastasian,§city-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/city-pop.md,"City pop emerged in the late 1970s as Japan's economy accelerated into its postwar boom. The genre crystallized when Japanese musicians, steeped in American AOR, funk, disco, and jazz fusion, began filtering those Western influences through a distinctly Japanese sensibility tied to new urban affluen"
electropop,pop-eastasian,§electropop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/electropop.md,"Electropop emerged in the late 1970s and early 1980s as a harder-edged offshoot of synth-pop, placing greater emphasis on electronic production, digital processing, and dancefloor energy than its parent genre. While synth-pop balanced synthesizers with traditional pop songcraft and often retained wa"
hyperpop,pop-eastasian,§hyperpop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/hyperpop.md,"Hyperpop is a maximalist experimental pop genre that emerged from online communities and the UK-based PC Music collective in the early-to-mid 2010s. Founded by A.G. Cook in 2013, PC Music became the aesthetic and philosophical nucleus of what would eventually be labeled ""hyperpop""—a term popularized"
j-pop,pop-eastasian,§j-pop,knowledge-evolving/genre-dictionary/23_GENRE_FULLBODY/pop-eastasian/j-pop.md,"J-Pop (Japanese Pop) traces its lineage to kayokyoku, the broad category of Japanese popular music that dominated from the 1920s through the 1980s. Kayokyoku drew on Western jazz, blues, and chanson traditions, filtered through Japanese melodic sensibilities and enka vocal techniques. The shift towa"
